"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"TRSRP10.REPORT.YEAR","","","","D","N","4","TRS RP10 Report Year","","N","","","","","","","","","","","5","","4R","4","Holds the reporting year for the record.","TRS RP10, Report Year","TXHR.TRS.RP10.FMT","N","","2003-04-08","PXF","","","2020-06-01T17:08:12.255Z"
"TRSRP10.SPEC.SERV.PR.DED","","","","D","N","9","TRS RP10 Spec. Serv. Deduction","","N","","","","","","","","","","","16","","9R","9","Contains this member's special service deduction, amount.","TRS RP10 Spec., Serv. Deduction","TXHR.TRS.RP10.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:16.833Z"
"TRSRP10.SPEC.SERV.TAX.FLAG","","","","D","N","1","TRS RP10 Spec. Serv. Tax Flag","","N","","","","","","","","","","","15","","1L","1","Holds the special service tax flag for this member.","TRS RP10 Spec., Serv. Tax Flag","TXHR.TRS.RP10.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:16.395Z"
"TRSRP10.SUFFIX","","","","D","N","4","TRS RP10 Suffix","","N","","","","","","","","","","","11","","4L","4","Holds the member's name suffix.","TRS RP10 Suffix","TXHR.TRS.RP10.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:13.364Z"
"TRSRP15.ADJUSTMENT.REASON","","","","D","N","1","TRS RP15 Adjustment Reason Code","","N","","","","","","","","","","","17","","1L","1","Holds the adjustment reason code.","TRS RP15 Adj, Reason Code","TXHR.TRS.RP15.FMT","N","","2003-06-20","PXF","","","2020-06-01T17:08:15.052Z"
"TRSRP15.BIRTH.DATE","","","","D","N","8","TRS RP15 Birth Date","","N","","","","","","","","","","","7","","8R","8","Holds the member's birth date for this record.","TRS RP15, Birth Date","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:13.317Z"
"TRSRP15.DIFF.MO.MBR.CONTR","","","","D","N","7","TRS RP15 Monthly Contrib. Diff.","","N","","","","","","","","","","","14","","7R","7","Contains the net difference between the original, amount reported and the correct amount.","TRS RP15 Monthly, Contrib. Difference","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:15.270Z"
"TRSRP15.DIFF.MO.SALARY","","","","D","N","9","TRS RP15 Monthly Salary Diff.","","N","","","","","","","","","","","13","","9R","9","Holds the net difference between the original amount, reported and the correct amount.","TRS RP15 Monthly, Salary Difference","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:16.005Z"
"TRSRP15.DIFF.NUM.DAYS","","","","D","N","3","TRS RP15 Num Days Difference","23","N","","","","","","","","","","","20","","3R","3","Difference between the number of days reported as , available for the employee for the month and the , correct number of days available.","TRS RP15, Num Days Difference","TXHR.TRS.RP15.FMT","N","","2011-09-07","AWW","","","2020-06-01T17:08:15.380Z"
"TRSRP15.DISTRICT.NO","","","","D","N","4","TRS RP15 District No.","","N","","","","","","","","","","","1","","4R","4","Contains the member's district no.","TRS RP15, District No.","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:16.802Z"
"TRSRP15.FILLER","","","","D","N","53","TRS RP15 Filler","","N","","","","","","","","","","","21","","53L","53","Filled with spaces to maintain file sizing.","TRS RP15 Filler","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:13.130Z"
"TRSRP15.FIRST.NAME","","","","D","N","25","TRS RP15 First Name","","N","","","","","","","","","","","10","","25L","25","Holds the member's first name.","TRS RP15, First Name","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:11.645Z"
"TRSRP15.GENDER.CODE","","","","D","N","1","TRS RP15 Gender","","N","","","","","","","","","","","8","","1L","1","Holds the member's gender code.","TRS RP15 Gender","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:11.817Z"
"TRSRP15.LAST.NAME","","","","D","N","25","TRS RP15 Last Name","","N","","","","","","","","","","","9","","25L","25","Holds the member's last name.","TRS RP15, Last Name","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:13.958Z"
"TRSRP15.MEMBER.ID.NO","","","","D","N","9","TRS RP15 Member ID No.","","Y","","","","","","","","","","","6","","9R","9","Holds the 9 digit member identifier.","TRS RP15 Member, ID Number","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:11.849Z"
"TRSRP15.MIDDLE.NAME","","","","D","N","25","TRS RP15 Middle Name","","N","","","","","","","","","","","12","","25L","25","Holds the member's middle name.","TRS RP15, Middle Name","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:12.927Z"
"TRSRP15.ORIG.RPT.MONTH","","","","D","N","2","TRS RP15 Orig. Report Month","","N","","","","","","","","","","","18","","2R","2","Contains the original report month.","TRS RP15 Orig., Report Month","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:16.052Z"
"TRSRP15.ORIG.RPT.YEAR","","","","D","N","4","TRS RP15 Orig. Report Year","","N","","","","","","","","","","","19","","4R","4","Contains the original report year for this record.","TRS RP15 Orig., Report Year","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:13.677Z"
"TRSRP15.RECORD.TYPE","","","","D","N","2","TRS RP15 Record Type","15","N","","","","","","","","","","","3","","2R","2","Holds the record type for this record.","TRS RP15, Record Type","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:17.442Z"
"TRSRP15.REPORT.MONTH","","","","D","N","2","TRS RP15 Report Month","","N","","","","","","","","","","","4","","2R","2","Contains the month of the report.","TRS RP15, Report Month","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:12.255Z"
"TRSRP15.REPORT.TYPE","","","","D","N","2","TRS RP15 Report Type","RP","N","","","","","","","","","","","2","","2L","2","Holds the report type for this record.","TRS RP15, Report Type","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:12.974Z"
"TRSRP15.REPORT.YEAR","","","","D","N","4","TRS RP15 Report Year","","N","","","","","","","","","","","5","","4R","4","Contains the report year for this record.","TRS RP15, Report Year","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:16.442Z"
"TRSRP15.SPEC.SERV.PR.DED","","","","D","N","9","TRS RP15 Spec. Serv. Deduction","","N","","","","","","","","","","","16","","9R","9","Contains this member's special service deduction, amount.","TRS RP15 Spec., Serv. Deduction","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:13.020Z"
"TRSRP15.SPEC.SERV.TAX.FLAG","","","","D","N","1","TRS RP15 Spec. Serv. Tax Flag","","N","","","","","","","","","","","15","","1L","1","Holds the payroll deduction special service tax flag.","TRS RP15 Spec., Serv. Tax Flag","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:14.020Z"
"TRSRP15.SUFFIX","","","","D","N","4","TRS RP15 Suffix","","N","","","","","","","","","","","11","","4L","4","Holds the member's name suffix.","TRS RP15 Suffix","TXHR.TRS.RP15.FMT","N","","2003-04-09","PXF","","","2020-06-01T17:08:17.145Z"
"TS.ACTION.COMMENTS","","","","C","N","10","Action Comments","","N","","","","","","","","","","","5","","10L","80","To mark the comments of a person performing an action for this record","Action Comments","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-06-01T17:08:13.099Z"
"TS.ACTION.TYPE","","","","D","N","10","Action Type","","N","","","","","","","","","","","4","","10L","20","To mark the action type for this record","Action Type","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-06-01T17:08:12.349Z"
"TS.ACTIONER.ID","","","","X","N","10","Actioner Id","","N","","","","","","","","","","ID","3","","10L","7","To associate this record to the person performing the action","Actioner Id","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-06-01T17:08:13.177Z"
"TS.HISTORY.ID","","","","X","N","10","History Id","","N","","","","","","","","","","","2","","10L","20","To associate this record with a history log Id","History Id","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-06-01T17:08:13.849Z"
"TS.TIMECARD.ID","","","","X","N","10","Timecard Id","","N","","","","","","","","","","TIMECARD.ID","1","","10L","14","To associate this record with a time card","Timecard Id","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-06-01T17:08:13.177Z"
"TSRP.EMP.EXCLUDE.RPT","","","","A","N","30","Report Exclusion Codes","","N","","","","","","","TRSPEXCLUDE","","","","89","","30L","2","","Report Exclusion Codes","TRS.PARMS","N","$VR.TXHR.EMP.EXCLUDE.RULES","","","","","2020-06-01T17:08:14.208Z"
"TT4DTL.AMT","","","N","A","N","12","Modified Amt","","N","","N","2","N","N","","TT4DTL.SUB.ASSOC","D","","","3","MD2","12R","0","Associated to TT4DTL.BOX.NUMBER.SUB field","Modified Amt","TAX.T4.DETAIL","N","","1996-10-28","SAQ","","","2020-06-01T17:08:17.364Z"
"TT4DTL.BOX.NUMBER.SUB","","","","A","N","5","Box No.","14.00","N","","","","","","","TT4DTL.SUB.ASSOC","K","","","2","","5R","0","Controller of association","Box No.","TAX.T4.DETAIL","N","","1996-10-28","SAQ","","","2020-06-01T17:08:15.020Z"
"TT4DTL.CHARITY.RGST.NO","","","","L","N","11","Charitable Organization Registration Number","","N","","","","","","","","","","","7","","11R","0","Only first 3 will be printed on T4 form/tape","Charity","TAX.T4.DETAIL","N","","1996-10-28","SAQ","","","2020-06-01T17:08:12.208Z"
"TT4DTL.CRNT.CONSENT.STATUS","string xResult1; , xResult1 = SGetCrntT4CnstCwOnly(vTaxT4DetailEmpId);, return xResult1;","","","I","N","1","","","N","","","","","","","","","","","0","","1L","0","Indicates the current T4 online consent status of the employee associated with , this data.  If no consent history exists for the employee, their consent status , is considered to be ""given"".","T4 Consent, Status","TAX.T4.DETAIL","N","","2011-03-11","LWKCS","","","2020-06-01T17:08:11.645Z"
"TT4DTL.EMPLYR.CPP.CONTRIB","","","N","D","N","12","Emplyr CPP Contrib","1355.50","N","","Y","2","N","N","","","","","","9","MD2,","12R","12","This is the employer's contribution to CPP for this, employee","Emplyr CPP Contrib","TAX.T4.DETAIL","N","","1996-12-06","DWC","","","2020-06-01T17:08:13.145Z"
"TT4DTL.EMPLYR.EI.CONTRIB","","","N","D","N","12","Emplyr EI Contrib","1300.00","N","","Y","2","N","N","","","","","","10","MD2,","12R","12","This is the employer's contribution to EI for this, employee","Emplyr EI Contrib","TAX.T4.DETAIL","N","","1996-12-06","DWC","","","2020-06-01T17:08:14.317Z"
"TT4DTL.FIRST.NAME","string xResult1; , key xKeyTaxFormT4 for file TaxFormT4;, xKeyTaxFormT4 = (vTaxT4DetailEmpId : ""*"" : vTaxT4DetailEmplyrAcct : ""*"" : vTaxT4DetailSource); xResult1 = vTft4FirstName;, return xResult1;","","","I","N","20","","","N","","","","","","","","","","","0","","20L","0","Points to the TAX.FORM.T4 record to get the first name.","First Name","TAX.T4.DETAIL","N","","1996-11-11","DLR","","","2020-06-01T17:08:15.302Z"
"TT4DTL.MIDDLE.INITIAL","string xResult1; , key xKeyTaxFormT4 for file TaxFormT4;, xKeyTaxFormT4 = (vTaxT4DetailEmpId : ""*"" : vTaxT4DetailEmplyrAcct : ""*"" : vTaxT4DetailSource); xResult1 = vTft4MiddleInitial;, return xResult1;","","","I","N","10","","","N","","","","","","","","","","","0","","10L","0","Points to the TAX.FORM.T4 record to get the middle, initial.","Middle Name","TAX.T4.DETAIL","N","","1996-11-11","DLR","","","2020-06-01T17:08:13.036Z"
"TT4DTL.OTHER","","","","A","N","12","Other Amts","1.0000","N","","","","","","","TT4DTL.SUB.ASSOC","D","","","4","","12R","0","This is a field into which any process which compoutes the, amount in the associated TT4DTL.AMT field can place an, extra value","Other Amt","TAX.T4.DETAIL","N","","1996-10-28","SAQ","","","2020-06-01T17:08:16.255Z"
"TT4DTL.OTHER.INFO.FLAG","","","","A","N","3","","","N","","","","","","","TT4DTL.SUB.ASSOC","D","","","25","","3L","0","Identifies Other Information section box numbers. A ""Y"", means to include in Other Information section.","","TAX.T4.DETAIL","N","","1998-12-09","DLE","","","2020-06-01T17:08:16.630Z"
"TT4DTL.PA.BD.CODES","","","","A","N","4","PA Bendeds","ACAP","N","","","","","","","TT4DTLPA","K","","","21","","4L","4","To provide a list of the bended IDs used to compute, the pension adjustment amount for this employee","PA Bendeds","TAX.T4.DETAIL","N","","1997-01-18","DWC","","","2020-06-01T17:08:13.692Z"
"TT4DTL.PA.PENSION.EARN","","","N","A","N","13","Pensionable Earnings","5,000.00","N","","Y","2","N","N","","TT4DTLPA","D","","","23","MD2,-","13R","13","To record the pensionable earnings for the year for, pension adjustment purposes","Pensionable Earnings","TAX.T4.DETAIL","N","","1997-01-18","DWC","","","2020-06-01T17:08:12.755Z"
"TT4DTL.PA.PENSION.EARN.ANN","","","N","A","N","13","Annual Pensionable Earnings","7,500.00","N","","Y","2","N","N","","TT4DTLPA","D","","","24","MD2,-","13R","13","To display the annualized pensionable earnings","Annual Pensionable Earnings","TAX.T4.DETAIL","N","","1997-01-18","DWC","","","2020-06-01T17:08:16.208Z"
"TT4DTL.PA.SERVICE.PCT","","","N","A","N","6","Service Percent","70.00","N","","N","2","N","N","","TT4DTLPA","D","","","22","MD2","6R","6","To record the service percent, This field assumes 2 decimal points","Service Percent","TAX.T4.DETAIL","N","","1997-01-18","DWC","","","2020-06-01T17:08:16.224Z"
"TT4DTL.PENSION.RGST.NO","","","","L","N","21","Pension Plan","1234567890","N","","","","","","","","","","","6","","21R","0","Only the first three will be printed on T4 form/tape,, but a maximum of 3 can be printed on the T4 Summary","Pension Plan","TAX.T4.DETAIL","N","","1996-10-28","SAQ","","","2020-06-01T17:08:15.302Z"
"TT4DTL.QUALIFIED.FLAG","","","","D","N","3","Qualified Flag","Y","N","","","","","","","","","","","5","","3L","0","Only qualified TAX.T4.DETAIL records will be included on, the T4 slips and T4 exports.","Qualified Flag","TAX.T4.DETAIL","N","","1996-10-28","SAQ","","","2020-06-01T17:08:17.427Z"
"TT4DTL.SORT.NAME","string xResult1; , xResult1 = (vTt4dtlSurname : vTt4dtlFirstName : vTt4dtlMiddleInitial);, return xResult1;","","","I","N","30","","","N","","","","","","","","","","","0","","30L","0","To sort on last first and middle name","Sort Name","TAX.T4.DETAIL","N","","1997-01-14","WXH","","","2020-06-01T17:08:16.005Z"
"TT4DTL.STATUS","","","","D","N","15","Status","New","N","","","","","","","","","","","1","","15L","0","Record status","Status","TAX.T4.DETAIL","N","","1996-10-28","SAQ","","","2020-06-01T17:08:17.177Z"
"TT4DTL.SUBMITTED.FLAG","","","","D","N","3","","Y","N","","","","","","","","","","","26","","3L","0","Indicates whether the data in this record has been submitted to the CRA.","","TAX.T4.DETAIL","N","","2011-02-20","LWKCS","","","2020-06-01T17:08:16.380Z"
"TT4DTL.SURNAME","string xResult1; , key xKeyTaxFormT4 for file TaxFormT4;, xKeyTaxFormT4 = (vTaxT4DetailEmpId : ""*"" : vTaxT4DetailEmplyrAcct : ""*"" : vTaxT4DetailSource); xResult1 = vTft4Surname;, return xResult1;","","","I","N","20","","","N","","","","","","","","","","","0","","20L","0","Points to the TAX.FORM.T4 record to get the surname.","Surname","TAX.T4.DETAIL","N","","1996-11-11","DLR","","","2020-06-01T17:08:13.364Z"
"TT4DTL.TAX.FORM.T4.ID","","","","D","N","30","Tax Form T4 ID","\082045*123456789-PR00001","N","","","","","","","","","","","8","","30L","30","This is the employee ID * employer account number","Tax Form T4 ID","TAX.T4.DETAIL","N","","1996-11-05","SAQ","","","2020-06-01T17:08:14.083Z"
"TT4DTL.TERM.DATE","date xResult1; , key xKeyHrper for file Hrper;, xKeyHrper = vTaxT4DetailEmpId; xResult1 = vHrpEffectTermDate;, return xResult1;","","","I","N","10","","","N","","","","","","","","","","","0","D4/","10R","0","Points to the HRPER record to get the  the termination date of the employee  , associated with this data.","Term Date","TAX.T4.DETAIL","N","","2011-03-11","LWKCS","","","2020-06-01T17:08:14.942Z"
"TT4DTL.USER1","","","","D","N","10","","","N","","","","","","","","","","","11","","10L","0","","","TAX.T4.DETAIL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:12.224Z"
"TT4DTL.USER10","","","","D","N","10","","","N","","","","","","","","","","","20","","10L","0","","","TAX.T4.DETAIL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:12.286Z"
"TT4DTL.USER2","","","","D","N","10","","","N","","","","","","","","","","","12","","10L","0","","","TAX.T4.DETAIL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:12.224Z"
"TT4DTL.USER3","","","","D","N","10","","","N","","","","","","","","","","","13","","10L","0","","","TAX.T4.DETAIL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:12.224Z"
"TT4DTL.USER4","","","","D","N","10","","","N","","","","","","","","","","","14","","10L","0","","","TAX.T4.DETAIL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:12.224Z"
"TT4DTL.USER5","","","","D","N","10","","","N","","","","","","","","","","","15","","10L","0","","","TAX.T4.DETAIL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:12.239Z"
"TT4DTL.USER6","","","","D","N","10","","","N","","","","","","","","","","","16","","10L","0","","","TAX.T4.DETAIL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:12.239Z"
"TT4DTL.USER7","","","","D","N","10","","","N","","","","","","","","","","","17","","10L","0","","","TAX.T4.DETAIL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:12.239Z"
"TT4DTL.USER8","","","","D","N","10","","","N","","","","","","","","","","","18","","10L","0","","","TAX.T4.DETAIL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:12.255Z"
"TT4DTL.USER9","","","","D","N","10","","","N","","","","","","","","","","","19","","10L","0","","","TAX.T4.DETAIL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:12.255Z"
"TT4DTL2.AMT","","","N","A","","11","Amount","50.00","","","Y","2","N","N","","TT4DTL2.SUB.ASSOC","D","","","3","MD2,-","11R","11","This is a logical view of the tt4dtl.amt field","Amount","TAX2.T4.DETAIL","","","1996-11-22","DWC","","","2020-06-01T17:08:17.599Z"
"TT4DTL2.BOX.NUMBER.SUB","","","","A","","5","Box Numbers","20.00","","","","","","","","TT4DTL2.SUB.ASSOC","K","","","2","","5R","5","This is a logical view of the box number sub part of, this T4 detail record","Box Numbers","TAX2.T4.DETAIL","","","1996-11-22","DWC","","","2020-06-01T17:08:11.958Z"
"TT4DTL2.CHARITY.RGST.NO","","","","L","","11","Charity Rgst. No","123456","","","","","","","","","","","","7","","11L","11","","Charity Rgst. No","TAX2.T4.DETAIL","","","1997-02-10","DWC","","","2020-06-01T17:08:13.489Z"
"TT4DTL2.OTHER","","","","A","","10","Other","","","","","","","","","TT4DTL2.SUB.ASSOC","D","","","4","","10L","10","This is a logical view of the tt4dtl.other field","Other","TAX2.T4.DETAIL","","","1996-11-22","DWC","","","2020-06-01T17:08:12.911Z"
"TT4DTL2.OTHER.INFO.FLAG","","","","A","N","3","","Y","N","","","","","","","TT4DTL2.SUB.ASSOC","","","","25","","3L","3","This field is set to ""Y"" when the associated box number, is to be included in the Other Information section of, the T4 slip and T4 export.","","TAX2.T4.DETAIL","N","","1998-12-09","DLE","","","2020-06-01T17:08:17.849Z"
"TT4DTL2.PA.BD.CODES","","","","A","","4","PA Bendeds","ACAP","N","","","","","","","TT4DTL2PA","K","","","21","","4L","4","To provide a list of the bended IDs used to compute, the pension adjustment amount for this employee","PA Bendeds","TAX2.T4.DETAIL","","","1997-01-18","DWC","","","2020-06-01T17:08:17.474Z"
"TT4DTL2.PA.PENSION.EARN","","","N","A","","13","Pensionable Earnings","5,000.00","N","","Y","2","N","N","","TT4DTL2PA","D","","","23","MD2,-","13R","13","To record the pensionable earnings for the year for, pension adjustment purposes","Pensionable Earnings","TAX2.T4.DETAIL","","","1997-01-18","DWC","","","2020-06-01T17:08:14.052Z"
"TT4DTL2.PA.PENSION.EARN.ANN","","","N","A","","13","Annual Pensionable Earnings","7,500.00","N","","Y","2","N","N","","TT4DTL2PA","D","","","24","MD2,-","13R","13","To display the annualized pensionable earnings","Annual Pensionable Earnings","TAX2.T4.DETAIL","","","1997-01-18","DWC","","","2020-06-01T17:08:13.739Z"
"TT4DTL2.PA.SERVICE.PCT","","","N","A","","6","Service Percent","70.00","N","","N","2","N","N","","TT4DTL2PA","D","","","22","MD2","6R","6","To record the service percent, This field assumes 2 decimal points","Service Percent","TAX2.T4.DETAIL","","","1997-01-18","DWC","","","2020-06-01T17:08:13.177Z"
"TT4DTL2.PENSION.RGST.NO","","","","L","","11","Pension Rgst. No","123456789","","","","","","","","","","","","6","","11L","11","This is a logical view of the TT4DTL.PENSION.RGST.NO, field","Pension Rgst. No","TAX2.T4.DETAIL","","","1997-02-10","DWC","","","2020-06-01T17:08:16.583Z"
"TT4DTL2.QUALIFIED.FLAG","","","","D","","3","Qualified","Y","","","","","","","","","","","","5","","3L","3","This is a logical view of the tt4dtl.qualified.flag field","Qualified","TAX2.T4.DETAIL","","","1996-11-22","DWC","","","2020-06-01T17:08:14.427Z"
"TT4DTL2.STATUS","","","","D","N","1","Status","New","N","","","","","","","","","","","1","","1L","0","This is a logical view of the TT4DTL.STATUS field that indicates whether the , record is New or Amended.","Status","TAX2.T4.DETAIL","N","","2011-03-11","LWKCS","","","2020-06-01T17:08:15.505Z"
"TTEH.3RD.PARTY.PAID","","","","D","N","3","Latest 3rd Party Paid Ind","Y","N","","","","","","","","","","","21","","3L","1","An indicator of whether the retiree works for a 3rd party entity and not the , reporting entity.An indicator of whether the retiree works for a 3rd party , entity and not the , reporting entity.","Latest 3rd Party Paid Ind","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:14.864Z"
"TTEH.BIRTH.DATE","","","","D","N","10","Latest Birth Date","05/01/1975","N","","","","","","","","","","","4","D4/","10R","10","","Latest Birth Date","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:12.708Z"
"TTEH.DAYS.WORKED","","","","D","N","2","Latest Days Worked","20","N","","","","","","","","","","","14","","2R","2","The actual number of days that the retiree worked in the reporting period month.","Latest Days Worked","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:17.302Z"
"TTEH.EMPLOY.END.DATE","","","","D","N","10","Latest Employment End Date","02/10/2016","N","","","","","","","","","","","20","D4/","10R","10","The ending date of the retiree's employment for the current school year.","Latest Employment End Date","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:16.224Z"
"TTEH.EMPLOY.START.DATE","","","","D","N","10","Latest Employment Start Date","02/08/2016","N","","","","","","","","","","","19","D4/","10R","10","The starting date of the retiree's employment for the current school year.","Latest Employment Start Date","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:14.817Z"
"TTEH.EMPLOYEE.ID","","","","D","N","9","Latest Employee ID","","N","","","","","","","","","","","3","","9R","9","This field contains the member's identification number (SSN or TRS-assigned , number).","Latest Employee ID","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:14.911Z"
"TTEH.EMPLOYMENT.TYPE","","","","D","N","15","Latest Employment Type","S","N","","","","","","","","","","","12","","15L","1","Indicates the type of employment for the retiree.","Latest Employment Type","TXHR.TRS.ER.HISTORY","N","$VR.TXHR.EMPLOYMENT.TYPES","","","","","2020-06-01T17:08:17.145Z"
"TTEH.FIRST.NAME","","","","D","N","25","Latest First Name","John","N","","","","","","","","","","","7","","25L","25","","Latest First Name","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:17.317Z"
"TTEH.GENDER.CODE","","","","D","N","1","Latest Gender Code","M","N","","","","","","","","","","","5","","1L","1","","Latest Gender Code","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:11.786Z"
"TTEH.GENERATION.IND","","","","D","N","5","Latest Generation Ind.","I","N","","","","","","","","","","","9","","5L","5","Contains the generation indicator for the retiree.","Latest Generation Ind.","TXHR.TRS.ER.HISTORY","N","$VR.TXHR.TRS.GENERATION.INDS","","","","","2020-06-01T17:08:13.239Z"
"TTEH.GROSS.COMP","","","","D","N","12","Latest Gross Comp","50000","N","","","","","","","","","","","16","MD2,","12R","9","The retiree's total gross compensation amount from the Payroll System for the , employee.","Latest Gross Comp","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:17.083Z"
"TTEH.HOURS.WORKED","","","","D","N","3","Latest Hours Worked","40","N","","","","","","","","","","","13","","3R","3","The actual number of hours that the retiree worked in the reporting period , month.","Latest Hours Worked","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:11.927Z"
"TTEH.LAST.NAME","","","","D","N","30","Latest Last Name","Smith","N","","","","","","","","","","","6","","30L","30","","Latest Last Name","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:14.567Z"
"TTEH.MIDDLE.NAME","","","","D","N","25","Latest Middle Name","","N","","","","","","","","","","","8","","25L","25","","Latest Middle Name","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:12.895Z"
"TTEH.PENSION.SURCHARGE","","","","D","N","12","Latest Pension Surcharge","10000","N","","","","","","","","","","","17","MD2,","12R","9","The amount of pension surcharge due based on the retiree's employment, if any.","Latest Pension Surcharge","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:17.614Z"
"TTEH.PERPOS.ID","","","","X","N","10","PERPOS ID","","N","","","","","","","","","","PERPOS.ID","10","","10R","10","Holds the primary key ID to the PERPOS file for the primary position for the , retiree.","PERPOS ID","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:11.849Z"
"TTEH.PERSON.ID","","","","X","N","10","","","N","ID","","","","","","","","","PERSON.ID","26","","10R","10","This is a single-valued pointer to any file keyed by PERSON ID (HRPER, etc.).","","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:16.224Z"
"TTEH.POSITION.CODE","","","","D","N","30","Latest Position Code","","N","","","","","","","","","","","11","","30L","2","Holds the latest position code identifying the type of primary position the , retiree is in. The valid codes are:, , 01 = Professional/Administrative, , 02 = Teacher or Full-time Librarian, , 03 = Support Staff-Other, , 04 = Bus Driver, , 05 = Full-time Nurse/Counselor, , 06 = Peace Officer, , 07 = Support Staff-Food Service Worker","Latest Position Code","TXHR.TRS.ER.HISTORY","N","$VR.TXHR.TRS.ED.POSITION.CODES","","","","","2020-06-01T17:08:12.895Z"
"TTEH.REPORT.MONTH","","","","D","N","2","Last Report Month","01","N","","","","","","","","","","","1","","2L","2","The reporting month for this retire record.","Last Report Month","TXHR.TRS.ER.HISTORY","N","","","","","","2020-06-01T17:08:11.849Z"
