"ids","Alternate Dictionaries ","Computed Column Code ","Converted From ","Data Element Synonym ","Data Element Synonym Xref ","Data Type ","Database Usage Type ","Default Display Secure ","Default Display Size ","Default Input Processing ","Default Input Prompt ","Default Justification ","Default Mask ","Default Output Processing ","Default Sample Data ","Default Zero Pad ","Derived Sec Ptr ","Displayed By Xref ","Dt1 ","Dt2 ","Dt3 ","Dt4 ","Dt5 ","Element Assoc Name ","Element Assoc Type ","Element Pointed From ","Element Pointed To ","Field Placement ","I Descriptor ","Index Assn Name ","Index Assn Placement ","Inform Conversion String ","Inform Format String ","Input Prompt Location ","Input Prompt Variable ","Internal Computations ","Just Pad Character ","Key Counter Source ","Logical File Alias ","Lookup Prompt ","Maximum Storage Size ","Modified By Xref ","Permanent Demand Elements ","Permanent Demand Keys ","Permanent Demand Write ","Permanent Init Inserts ","Pointer Deletion Strategy ","Purpose ","Relation File Name ","Relfile Keybuild Strategy ","Report Header ","Sce From Files ","Sce Link Attrs ","Sce Link Subrs ","Sce Recalc Flag Field ","Sce Status Flag ","Sce Subr Args ","Sce Subr Name ","Sce Subr Sources ","Sce To Files ","Sce Trigger Cdds ","Snapshots ","Source ","Sql Compliant Name ","Synonym Field Delimiter ","Synonym Field Position ","Toolcdd Add Date ","Toolcdd Add Operator ","Toolcdd Auto Xref Files ","Toolcdd Auto Xref Keys ","Toolcdd Change Date ","Toolcdd Change Operator ","Toolcdd Demand Subrs ","Toolcdd Dict Changed Ver ","Toolcdd Idesc Smtype ","Toolcdd Lkup Add Mode ","Toolcdd Lkup Arg Var ","Toolcdd Lkup Attr Table ","Toolcdd Lkup Crnt Id Var ","Toolcdd Lkup File Inherit ","Toolcdd Lkup File Name ","Toolcdd Lkup Id List Var ","Toolcdd Lkup Limit New Size ","Toolcdd Lkup Nk Add Option ","Toolcdd Lkup Nk At Once ","Toolcdd Lkup Not Found Hook ","Toolcdd Lkup Post Reso Hook ","Toolcdd Lkup Pre Reso Hook ","Toolcdd Lkup Prompt Text ","Toolcdd Lkup Rec Add Hook ","Toolcdd Lkup Rec Found Hook ","Toolcdd Lkup Reso Hook ","Toolcdd Lkup Sel Conn ","Toolcdd Lkup Sel Field ","Toolcdd Lkup Sel Rel Opcode ","Toolcdd Lkup Sel Stmt ","Toolcdd Lkup Sel Value ","Toolcdd Lkup Sort Fields ","Toolcdd Lkup Sort Order ","Toolcdd Valid Platforms ","Truncation Flag ","Validation Table ","Validation Zero Fill Size ","Views "
"VOU.CREDIT","","","","","","N","D","N","13","","Credit","R","","","","N","","","Y","2","N","N","","","","","","14","","","","MD2,","13R","","","","","","","","0","","","","","","","This will be the total credit amount posted to the, general ledger.  This field is only used if there are, line items whose amount is less than zero.  Even if , foreign currency is involved, this amount is always in the, local currency.","","","","","","","","","","","","","","","VOUCHERS","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.CREDIT.CARD.REFUND.FLAG","","","","","","","D","N","3","$YN","","L","","$YN","Y","N","","","","","","","","","","","","93","","VOU.PMT.TXN.INTG.INDEX","1","","3L","","","","","","","","1","","","","","","","","","","CC Refund, Flag","","","","","","","","","","","","VOUCHERS","","","0","2002-07-30","AJB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.CURRENCY.CODE","","","","","","","X","N","3","$UC, ADD.MODE.ALLOWED = 0, $CURRENCY.CONV.LOOKUP.SEC, IF LKUP.RETURN.CODE EQ -1 THEN,    REPROMPT, END","Currency","L","",":CORE.INSERTS I_OUTPUT.XLAT.FILE USING CURRENCY.CONV:","K","N","","","","","","","","","","","CURRENCY.CONV.ID","48","","","","","3L","","","","","","","","0","","","","","","","""Key"" to CURRENCY.CONV file","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-02-15","HHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.CURRENT.RUN.PAY.FLAG","","","","","","","D","N","1","$YN","Pay?","L","","","","N","","","","","","","","","","","","64","","","","","1L","","","","","","","","0","","","","","","","Used by check print process.  This flag is set to N when, a voucher is flagged as not to be paid in Payment Flags, Maintenance (PYFM - APS004) and is null otherwise.  The, check print itself (APB022) has a list of vouchers with, the pay flag (VOU.PAY.FLAG) of N(o) and checks this, current pay flag to see if it is N.  If so, APB022 nulls, out the current pay flag and sets the pay flag to Y., This slightly convoluted method is used in response to, a user request that vouchers flagged as not to be paid, in APS004 get reset to be selected next time.  A way was, needed to not change vouchers that were already set to N, on entry to APS004 from being set back to Y.  So the, current run flag is used so only the vouchers that were, set from Y to N in APS004 get their flags set back to Y, in preparation for the next check print.","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-05-25","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.CURRENT.STATUS","","string xlResult1; , xlResult1 = (((vlVouStatus).ToDelimitedString((253).Char())).Substring(1, 1, (253).Char()));, return xlResult1;","","","","U","I","N","1","","","L","","","","N","","","","","","","","","","","","0","FIELD(VOU.STATUS,@VM,1)","","","","1L","","","","","","","","0","","VOU.STATUS","","","","","This is the most current (first) voucher status stored, in the field VOU.STATUS., Used APF031 for selection (FREE.FORM.SELECT)","","","Status","","","","","","","","","","","","VOUCHERS","","","0","1993-05-12","RLP","","","","","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.CURRENT.STATUS.DATE","","date[] xlResult1; , xlResult1 = ((date)((int)(((((int)vlVouStatusDate)).ToDelimitedString((253).Char())).Substring(1, 1, (253).Char())).ToArray((253).Char())));, return (date)((int)((int)xlResult1).ToDelimitedString((253).Char()));","","","","D","I","N","8","","","L","","","","N","","","N","2","/","","","","","","","0","FIELD(VOU.STATUS.DATE,@VM,1)","","","D2/","8L","","","","","","","","0","","VOU.STATUS.DATE","","","","","This is the most current status date (the first value), of VOU.STATUS.DATE","","","Current Status Date","","","","","","","","","","","","VOUCHERS","","","0","1993-09-29","RLP","","","","","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.CUSTOMS.INV","","","","","","","D","N","3","","Customs Inv","L","","","Y","N","","","","","","","","","","","","81","","","","","3L","","","","","","","","1","","","","","","","If the user enters ""Y"", detailing on field 5 will send, the user to VGLD (APS053), whereas an ""N"" will send the, user to VOUD (APS002).","","","","","","","","","","","","","","","VOUCHERS","","","0","1996-06-15","JPH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.DATE","","","","","","D","D","N","8","","Voucher Date","R","","","9134","N","","","N","2","/","","","","","","","16","","VOUCHER.DATES","1","D2/","8R","","","","","","","","0","","","","","","","Used as GL posting date on voucher creation.","","","","","","","","","","","","","","","VOUCHERS","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.DEFAULT.INVOICE.DATE","","","","","","D","D","N","8","","Invoice Date","R","","IF V.VOUCHERS.ID THEN,    IF X.NEW.VOUCHER THEN,       IF NOT(LEN(OUTPUT.DATA)) THEN,          OUTPUT.DATA = OCONV(DATE(),SN.DATE2),  END,    END, END","","N","","","N","2","/","","","","","","","53","","VOUCHER.DATES","5","D2/","8R","","","","","","","","0","","","","","","","This date is displayed as the default in all line items, for the voucher, but the user can override.","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-03-10","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.DEFAULT.INVOICE.NO","","","","","","","D","N","18","$UC","Invoice Number","L","","","","N","","","","","","","","","","","","52","","VOUCHER.DOCUMENT","6","","18L","","","","","","","","18","","","","","","","All line items will get this invoice number as default,, but user can override.","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-03-10","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.DISC.AMT","","","","","","N","D","N","12","","Cash Disc","R","","","80.00","N","","","Y","2","N","N","","","","","","8","","","","MD2,","12R","","","","","","","","0","","","","","","","This field is used to determine what to book to GL, discount accounts based on discount method (taken vs lost)., , If foreign currency is involved, this field is in the, foreign currency.","","","Vou Disc Amt","","","","","","","","","","","","VOUCHERS","","","0","1993-02-03","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.DUE.DATE","","","","","","D","D","N","8","","Due Date","R","","","9144","N","","","N","2","/","","","","","","","12","","VOUCHER.DATES","3","D2/","8R","","","","","","","","0","","","","","","","This field is calculated based on vendor terms to always, take the discount if there are vendor terms and the, invoice date falls within the terms due days of the, current date.  The user can override the calculated, date.","","","","","","","","","","","","","","","VOUCHERS","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.ECOMMERCE.SESSION","","","","","","","D","N","10","","","L","","","99999","N","","","","","","","","","","","","94","","","","","10L","","","","","","","","5","","","","","","","","","","E-commerce, session","","","","","","","","","","","","VOUCHERS","","","0","2002-07-30","AJB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.ECOMMERCE.TRANS.NO","","","","","","","D","N","15","","E-Commerce Transaction Number","L","","","798SDF0987485J5","N","","","","","","","","","","","","95","","","","","15L","","","","","","","","15","","","","","","","The id provided by the e-commerce payment processor.","","","E-Commerce Transaction Number","","","","","","","","","","","","VOUCHERS","","","0","2003-03-13","JCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.EMPLOYEE.ID","","","","","","","A","N","7","*LOOKUP.SUB.FILE = 'EMPLOYEES', LOOKUP.SUBFILE='', LOOKUP.SEARCH = 0, ADD.MODE.ALLOWED = 0, :CORE.INSERTS I_INPUT.INIT.PERSON.LOOKUP:, :CORE.INSERTS I_INPUT.PERSON.LOOKUP.SEC:, IF LKUP.RETURN.CODE = -1 THEN,    REPROMPT, END","Employee ID","L","","","","N","","","","","","","","VOU.ASSOC.EMP","K","","","61","","","","","7L","","","","","","","","10","","","","","","","When any item on a voucher has a non-null tax form, (ITM.TAX.FORM NE """"), then this ID will actually, receive the tax form (1099, T4A, etc.).","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-04-23","CJK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.EXCHANGE.RATE","","","","","","N","D","N","8","","Exchange Rate","R","","","","N","","","N","4","N","N","","","","","","36","","","","MD4","8R","","","","","","","","0","","","","","","","Retrieved from CURRENCY.CONV table and kept for historical, purposes.","","","","","","","","","","","","","","","VOUCHERS","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.EXCHANGE.RATE.DATE","","","","","","D","D","N","8","","Exchange Rate Date","R","","","","N","","","N","2","/","","","","","","","37","","","","D2/","8R","","","","","","","","0","","","","","","","Retrieved from the CURRENCY.CONV table and kept for, historical purposes.","","","","","","","","","","","","","","","VOUCHERS","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.EXPIRED.DISC.FLAG","","string xResult1; , if (((int)(Date.now)) <= (((real)vVouDefaultInvoiceDate) + vVouVtmDiscDays)) {,  xResult1 = ""N"";, } else {,  if (Is(vVouDefaultInvoiceDate) && Is(vVouVtmDiscDays)) {,   xResult1 = ""Y"";,  } else {,   xResult1 = """";,  }, }, return xResult1;","","","","","I","N","1","","","L","","","","N","","","","","","","","","","","","0","IF DATE() LE ((VOU.DEFAULT.INVOICE.DATE) + (VOU.VTM.DISC.DAYS)) THEN (""N"") ELSE (IF VOU.DEFAULT.INVOICE.DATE AND VOU.VTM.DISC.DAYS THEN (""Y"") ELSE (""""))","","","","1L","","","","","","","","0","","VOU.VTM.DISC.DAYS, VOU.DEFAULT.INVOICE.DATE","","","","","This field is used as a selection criteria on APF032","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-05-06","RLP","","","","","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.FINANCIAL.EXPORTS.ID","","","","","","","D","N","20","","Export ID","L","","","EFT_01_23432_45654","N","","","","","","","","","","","","103","","VOU.EXPORT","1","","20L","","","","","","","","20","","","","","","","February 01 2006  11:49am  Gary T. Thorne, The field records the ID of the FINANCIAL.EXPORTS record that the, voucher was paid on, if it was paid by electronic check. This, information will be used in determining when a FINANCIAL.EXPORTS, record can be deleted from the system.","","","","","","","","","","","","","","","VOUCHERS","","","0","2006-02-01","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.FIRST.STATUS.CC","","string xResult = vlVouStatus[1];, return xResult;","","","","","I","N","10","","","L","","","","N","","","","","","","","","","","","0","EXTRACT(VOU.STATUS,1,1,0)","","","","10L","","","","","","","","0","","VOU.STATUS","","","","","retrieve the first VOU.STATUS code","","","","","","","","","","","","","","","VOUCHERS","","","0","2010-03-16","JLM","","","","","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.GL.EXTENDED","","real[] xlResult1; , key xlKeyItems for file Items;, xlKeyItems = vlVouItemsId; xlResult1 = vlItmVouGlAmt;, return xlResult1;","","","","N","I","N","15","","","R","","","","N","","","Y","2","N","N","2","","","","","0","TRANS(""ITEMS"",VOU.ITEMS.ID,""ITM.VOU.GL.AMT"",""X"")","","","MD2,-","15R","","","","","","","","0","","VOU.ITEMS.ID, ITM.VOU.GL.AMT","","","","","Envision CDD element for dictionary GL.EXTENDED.","","","GL.NO","","","","","","","","","","","","VOUCHERS","","","0","1997-11-06","GTT","","","","","","","M","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.GL.NO","","string xResult1; , xResult1 = SGetItmGlList((vlVouItemsId).ToDelimitedString((253).Char()), ""VOU"");, return xResult1.ToArray((253).Char());","","","","","I","N","25","","","L","","","","N","","","","","","","","","","","","0","SUBR(""S.GET.ITM.GL.LIST"",VOU.ITEMS.ID,""VOU"");@1","","","","25L","","","","","","","","0","","VOU.ITEMS.ID","","","","","Display the GL numbers on the voucher, July 26 2001  11:01am  Gary T. Thorne, This is being changed back to being available on the Oracle platform even, though it will work with some limitations. The virtual field will work as, intended pending delivery of the Oracle virtual field project.","","","GL_Numbers","","","","","","","","","","","","VOUCHERS","","","0","1993-09-10","JOSH","","","","","S.GET.ITM.GL.LIST","","M","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.GROSS","","","","","","N","D","N","14","","Debit","R","","","42800","N","","","Y","2","N","N","","","","","","13","","","","MD2,","14R","","","","","","","","0","","","","","","","This will become the total debits posted to the general, ledger for the voucher.  This is always in the local, currency.","","","Voucher Amount","","","","","","","","","","","","VOUCHERS","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.INTG.CORP.PERSON.IND","","","","","","","D","N","15","","Misc. Person/Corp Indicator","L","","","corporation","N","","","","","","","","","","","","105","","","","","15L","","","","","","","","15","","","","","","","Used for integration purposes.  Contains either ""person"" or ""corporation""","","","Misc. Person Corp, Indicator","","","","","","","","","","","","VOUCHERS","","","0","2017-11-07","ASAINJU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.INTG.SUBMITTED.BY","","","","","","","D","N","10","","","L","","","","N","","","","","","","","","","","","113","","","","","10L","","","","","","","","0","","","","","","","Used for Ethos to store Submitted By Id which is a PERSON Id.","","","","","","","","","","","","","","","VOUCHERS","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","PERSON","0",""
"VOU.INVOICE.AMT","","","","","","N","D","N","15","IF EDITED.DATA THEN,    IF EDITED.DATA GT 99999999999 OR EDITED.DATA LT -99999999999 THEN,       ERROR.OCCURRED = 1,       MSG = ""AP296"",    END, END","Invoice Totals","R","","","","N","","","Y","2","N","N","","","","","","54","","","","MD2,-","15R","","","","","","","","0","","","","","","","If entered, it should eventually equal the voucher total, amount (VOU.TOTAL.AMT).  This amount is the total of all, line items for the voucher without the cash discount., , If foreign currency is involved, this field is in the, foreign currency.","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-03-10","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.INVOICE.DATES","","date[] xlResult1; , key xlKeyItems for file Items;, xlKeyItems = vlVouItemsId; xlResult1 = vlItmInvoiceDate;, return xlResult1;","","","","D","I","N","8","","","R","","","","N","","","N","4","/","","","","","","","0","TRANS(""ITEMS"",VOU.ITEMS.ID,""ITM.INVOICE.DATE"",""X"")","","","D4/","8R","","","","","","","","0","","VOU.ITEMS.ID, ITM.INVOICE.DATE","","","","","","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-08-02","JOSH","","","","","","","M","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.INVOICE.NOS","","string[] xlResult1; , key xlKeyItems for file Items;, xlKeyItems = vlVouItemsId; xlResult1 = vlItmInvoiceNo;, return xlResult1;","","","","","I","N","18","","","L","","","","N","","","","","","","","","","","","0","TRANS(""ITEMS"",VOU.ITEMS.ID,""ITM.INVOICE.NO"",""X"")","","","","18L","","","","","","","","0","","ITM.INVOICE.NO, VOU.ITEMS.ID","","","","","","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-08-02","JOSH","","","","","","","M","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.INVOICE.TAX.AMTS","","","","","","N","L","N","15","","Invoice (Taxes) Amount","R","","","30.00","N","","","Y","2","N","N","","","","","","80","","","","MD2,-","15R","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","VOUCHERS","","","0","1996-05-20","JPH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.INVOICE.TAX.ENTERED","","","","","","","D","N","3","$YN","","L","","$YN","Y","N","","","","","","","","","","","","84","","","","","3L","","","","","","","","3","","","","","","","If the VOU.INVOICE.TAX.AMT field has a value enterd by the user this    , flag is set to Yes.  This field allows Datatel to track whether the, tax amounts entered for vouchers are system created or manually entered.","","","","","","","","","","","","","","","VOUCHERS","","","0","1996-12-20","TGK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.ITEMS.ID","","","","","","","Q","N","1","","[Items]","R","","* Do not display anything since it is meaningless, OUTPUT.DATA = """"","","N","ITEMS.ID","","","","","","","","","","ITEMS.ID","1","","VOUCHER.DOCUMENT","5","","1R","","","","","","","","10","","","","","","","Each of the values of this field points to an ITEMS, record that represents a line item on the voucher., This field is used as a controller to many voucher summary, screens that list the items on the voucher, and is always, invisible on those screens.","","","","","","","","","","","","","","","VOUCHERS","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.ITEMS.INVOICE.DATE","","","","","","D","A","N","8","","Invoice Dates","R","","","8888","N","","","N","2","/","","","ITEM.INVOICE","D","","","72","","VOUCHER.DATES","6","D2/","8R","","","","","","","","0","","","","","","","The field is used to check for different invoice dates for, same invoice numbers.","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-07-19","CJK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.ITEMS.INVOICE.NO","","","","","","","A","N","18","","","L","","","12345","N","","","","","","","","ITEM.INVOICE","K","","","71","","VOUCHER.DOCUMENT","7","","18L","","","","","","","","18","","","","","","","The field is used to check for different invoice dates for, same invoice number.","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-07-19","CJK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.ITM.DESC","","string[] xlResult1; , key xlKeyItems for file Items;, xlKeyItems = vlVouItemsId; xlResult1 = vlItmDesc;, return xlResult1;","","","","","I","N","25","","","L","","","","N","","","","","","","","","","","","0","TRANS(""ITEMS"",VOU.ITEMS.ID,""ITM.DESC"",""X"")","","","","25L","","","","","","","","0","","VOU.ITEMS.ID, ITM.DESC","","","","","*, 1/20/99  jfm, Get item description, * gtt - 10/08/04 - Changed to a MV field.","","","","","","","","","","","","","","","VOUCHERS","","","0","1999-01-20","JFM","","","","","","","M","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.ITM.TAX.FORMS","","string[] xlResult1; , key xlKeyItems for file Items;, xlKeyItems = vlVouItemsId; xlResult1 = vlItmTaxForm;, return xlResult1;","","","","","I","N","5","","","L","","","","N","","","","","","","","","","","","0","TRANS(""ITEMS"",VOU.ITEMS.ID,""ITM.TAX.FORM"",""X"")","","","","5L","","","","","","","","0","","VOU.ITEMS.ID, ITM.TAX.FORM","","","","","A multi-valued list of Tax Forms from the Items records, * gtt - 10/08/04 - Changed to a MV field.","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-08-06","LAR","","","","","","","M","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.LOCAL.INVOICE.AMT","","string xResult1; , if (Is(vVouExchangeRate)) {,  xResult1 = ((string)((((vVouTotalAmt * 100000) / vVouExchangeRate) + 5) / 10));, } else {,  xResult1 = """";, }, return (money)xResult1;","","","","N","I","N","15","","","R","","","","N","","","Y","2","N","N","2","","","","","0","IF VOU.EXCHANGE.RATE THEN (((((((((VOU.TOTAL.AMT) * (100000))) / (VOU.EXCHANGE.RATE))) + (5))) / (10))) ELSE ("""")","","","MD2,-","15R","","","","","","","","0","","VOU.EXCHANGE.RATE, VOU.TOTAL.AMT","","","","","For vouchers whose invoice amount is in foreign, currency, this is the invoice amount in the local, currency.","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-05-21","SMG","","","","","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.LOCAL.TAX.AMT","","string xResult1; , if (Is((vlVouGlExtended).ToDelimitedString((253).Char())) && ((vlVouGlExtended).ToDelimitedString((253).Char()) != ""0"")) {,  xResult1 = (((string)vlVouLocalTaxAmtSubr)).ToDelimitedString((253).Char());, } else {,  xResult1 = """";, }, return (money)xResult1.ToArray((253).Char());","","","","N","I","N","15","","","R","","","","N","","","Y","2","N","N","2","","","","","0","IF VOU.GL.EXTENDED AND VOU.GL.EXTENDED NE ""0"" THEN (VOU.LOCAL.TAX.AMT.SUBR) ELSE ("""");@1","","","MD2,-","15R","","","","","","","","0","","VOU.LOCAL.TAX.AMT.SUBR, VOU.GL.EXTENDED","","","","","For vouchers whose tax amount is in a foriegn currency, 6/24/98 - changed to use a subroutine rather than MV, virtual fields., Original form:, IF VOU.GL.EXTENDED THEN ((((VOU.TAX.AMTS * 100000) / VOU.GL.EXTENDED) + 5) /10) , ELSE '', * gtt - 4/13/99 - socr 24708.","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-07-06","GTT","","","","","","","M","","","","","","","","","","","","","","","","","","","","","","","","","U","N","","0",""
"VOU.LOCAL.TAX.AMT.SUBR","","string xResult1; , xResult1 = SGetVouLocalTax(vVouchersId);, return (money)xResult1.ToArray((253).Char());","","","","N","I","N","15","","","R","","","","N","","","Y","2","N","N","2","","","","","0","SUBR(""S.GET.VOU.LOCAL.TAX"",@ID);@1","","","MD2,-","15R","","","","","","","","0","","VOUCHERS.ID","","","","","* gtt - 4/13/99 - socr 24708.","","","","","","","","","","","","","","","VOUCHERS","","","0","1998-06-23","GTT","","","","","S.GET.VOU.LOCAL.TAX","","M","","","","","","","","","","","","","","","","","","","","","","","","","U","N","","0",""
"VOU.MAINT.GL.TRAN.DATE","","","","","","D","D","N","8","","Maint Tran Date","R","","","","N","","","N","2","/","","","","","","","51","","","","D2/","8R","","","","","","","","0","","","","","","","Will be the date placed in any GL entries generated by, maintenance to this voucher or its line items.","","","","","","","","","","","","","","","VOUCHERS","","","0","1993-03-02","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.MANUAL.CASH.DISC","","","","","","","D","N","6","","","L","","IF OUTPUT.DATA = 'Y' THEN,    OUTPUT.DATA = 'Manual', END ELSE,    IF OUTPUT.DATA = 'N' THEN,       OUTPUT.DATA = 'System',    END, END","","N","","","","","","","","","","","","87","","","","","6L","","","","","","","","1","","","","","","","YN field to indicate whether the cash discount on a, voucher was system generated by a term or manually, overridden by the user.","","","","","","","","","","","","","","","VOUCHERS","","","0","1997-06-13","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.MANUAL.PMT","","","","","","","D","N","3","","","L","","$YN","Y","N","","","","","","","","","","","","96","","","","","3L","","","","","","","","3","","","","","","","Tells if the voucher was paid manually or automatically","","","Manual Pymt","","","","","","","","","","","","VOUCHERS","","","0","2003-03-13","AJB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.MISC.ADDRESS","","","","","","","L","N","30","$UC.WORD","Address","L","","","123 Main Street","N","","","","","","","","","","","","28","","","","","30L","","","","","","","","0","","","","","","","This is the vendor address for a miscellaneous vendor., For a vendor in CORE, this is the address from CORE., It can be overridden on this screen, but will NOT, update the CORE files.  If the address of an existing, vendor is not overridden, it will not be written to, the VOUCHERS file until payment is made (a check is, printed) to allow any name changes to be incorporated, into the check run.  When a voucher is paid, the address, is written to the VOUCHERS file for historical purposes., , The voucher ID field exit hook calls S.GET.VENDOR.INFO,, which gets CORE info if VOU.MISC.NAME is null.","","","","","","","","","","","","","","","VOUCHERS","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.MISC.CITY","","","","","","","D","N","25","$UC.WORD, $XLAT.VOU.CITY","Cty","L","","","Fairfax","N","","","","","","","","","","","","30","","","","","25L","","","","","","","","0","","","","","","","This is the vendor city for a miscellaneous vendor.  For a, vendor in CORE, this is the city from CORE.  It can be, overridden on this screen, but will NOT update the CORE, files.  If the city of an existing vendor is not overrid-, den, it will not be written to the VOUCHERS file until, payment is made (a check is printed) to allow any city, changes to be incorporated into the check run.  When a, voucher is paid, the city is written to the VOUCHERS file, for historical purposes., , The voucher ID field exit hook calls S.GET.VENDOR.INFO,, which gets CORE info if VOU.MISC.NAME is null.","","","","","","","","","","","","","","","VOUCHERS","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"VOU.MISC.COUNTRY","","","","","","","D","N","20","$UC, ADD.MODE.ALLOWED = 0, $COUNTRIES.LOOKUP.SEC, IF LKUP.RETURN.CODE EQ -1 THEN,    REPROMPT, END","Country","L","",":CORE.INSERTS I_OUTPUT.XLAT.FILE USING COUNTRIES:","","N","","","","","","","","","","","","33","","","","","20L","","","","","","","","0","","","","","","","Keeps the country code for countries other than the, institution's country.  Can override what the vendor, has on CORE, if anything, but will NOT update the, CORE files, just the VOUCHERS file., , The voucher ID field exit hook calls S.GET.VENDOR.INFO,, which gets CORE info if VOU.MISC.NAME is null.","","","","","","","","","","","","","","","VOUCHERS","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
