"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"TIME.ENTRY.CHGTIME","","","","D","N","10","Change Time","","N","","","","","","","","","","","13","MTH","10R","8","To mark the change time for this record","Change Time","TIME.ENTRY","N","","2016-03-16","WEB","","","2020-05-27T14:58:21.758Z"
"TIME.ENTRY.HISTORY.ADDDATE","","","","D","N","10","Add date","","N","","","","","","","","","","","11","D2/","10L","8","","Add date","TIME.ENTRY.HISTORY","N","","","","","","2020-05-27T14:58:21.602Z"
"TIME.ENTRY.HISTORY.ADDOPR","","","","D","N","10","Add operator","","N","","","","","","","","","","","16","","10L","20","","Add operator","TIME.ENTRY.HISTORY","N","","","","","","2020-05-27T14:58:23.211Z"
"TIME.ENTRY.HISTORY.ADDTIME","","","","D","N","10","Add time","","N","","","","","","","","","","","15","MTH","10L","8","","Add time","TIME.ENTRY.HISTORY","N","","","","","","2020-05-27T14:58:20.977Z"
"TIME.ENTRY.HISTORY.CHGDATE","","","","D","N","10","Change date","","N","","","","","","","","","","","12","D2/","10L","8","","Change date","TIME.ENTRY.HISTORY","N","","","","","","2020-05-27T14:58:20.664Z"
"TIME.ENTRY.HISTORY.CHGOPR","","","","D","N","10","","","N","","","","","","","","","","","14","","10LChange operator","20","","Change operator","TIME.ENTRY.HISTORY","N","","","","","","2020-05-27T14:58:19.430Z"
"TIME.ENTRY.HISTORY.CHGTIME","","","","D","N","10","Change time","","N","","","","","","","","","","","13","MTH","10L","8","","Change time","TIME.ENTRY.HISTORY","N","","","","","","2020-05-27T14:58:20.070Z"
"TIME.ENTRY.HISTORY.ID","","","","K","N","10","Time Entry History Id","","N","","","","","","","","","","","0","","10L","20","Record key","Time Entry History Id","TIME.ENTRY.HISTORY","N","","","","","","2020-05-27T14:58:21.664Z"
"TIME.ENTRY.ID","","","","K","N","14","Time Entry Id","","N","","","","","","","","","","","0","","14L","14","Unique identification for an employee's time entry instance.","Time Entry Id","TIME.ENTRY","N","","2016-03-16","WEB","","","2020-05-27T14:58:25.305Z"
"TIME.VISION.FMT.ID","","","","K","","12","","","N","","","","","","","","","","","0","","12L","12","","","TIME.VISION.FMT","","","2003-10-31","FWW","","","2020-05-27T14:58:23.023Z"
"TIMECARD.ADDDATE","","","","D","N","8","Add Date","01/01/01","N","","","","","","","","","","","6","D2/","8R","8","To mark the add date for this record","Add Date","TIMECARD","N","","2016-03-27","WEB","","","2020-05-27T14:58:21.664Z"
"TIMECARD.ADDOPR","","","","D","N","8","Add Operator","","N","","","","","","","","","","","8","","8L","20","To mark the add operator for this record","Add Operator","TIMECARD","N","","2016-03-27","WEB","","","2020-05-27T14:58:23.227Z"
"TIMECARD.ADDTIME","","","","D","N","8","Add Time","","N","","","","","","","","","","","7","MTH","8R","8","To mark the add time for this record","Add Time","TIMECARD","N","","2016-03-27","WEB","","","2020-05-27T14:58:21.039Z"
"TIMECARD.CHGDATE","","","","D","N","8","Change Time","","N","","","","","","","","","","","9","D2/","8R","8","To mark the change time for this record","Change Date","TIMECARD","N","","2016-03-27","WEB","","","2020-05-27T14:58:20.727Z"
"TIMECARD.CHGOPR","","","","D","N","8","","","N","","","","","","","","","","","11","","8L","20","To mark the change operator for this record","Change Operator","TIMECARD","N","","2016-03-27","WEB","","","2020-05-27T14:58:19.445Z"
"TIMECARD.CHGTIME","","","","D","N","8","Change Time","","N","","","","","","","","","","","10","MTH","8R","8","To mark the change time for this record","Change Time","TIMECARD","N","","2016-03-27","WEB","","","2020-05-27T14:58:20.117Z"
"TIMECARD.COMMENTS.ADDDATE","","","","D","N","8","Add Date","","N","","","","","","","","","","","1","D2/","8R","8","To mark the add date for this record","Add Date","TIMECARD.COMMENTS","N","","2016-07-14","WWOLLNER","","","2020-05-27T14:58:24.086Z"
"TIMECARD.COMMENTS.ADDOPR","","","","D","N","8","Add Operator","","N","","","","","","","","","","","2","","8L","20","To mark the add operator for this record","Add Operator","TIMECARD.COMMENTS","N","","2016-07-14","WWOLLNER","","","2020-05-27T14:58:25.242Z"
"TIMECARD.COMMENTS.ADDTIME","","","","D","N","8","Add Time","","N","","","","","","","","","","","8","MTH","8L","8","To mark the add time for this record","Add Time","TIMECARD.COMMENTS","N","","2016-07-14","WWOLLNER","","","2020-05-27T14:58:23.461Z"
"TIMECARD.COMMENTS.CHGDATE","","","","D","N","8","Change Date","","N","","","","","","","","","","","3","D2/","8L","8","To mark the change time for this record","Change Date","TIMECARD.COMMENTS","N","","2016-07-14","WWOLLNER","","","2020-05-27T14:58:23.180Z"
"TIMECARD.COMMENTS.CHGOPR","","","","D","N","8","Change Operator","","N","","","","","","","","","","","4","","8L","20","To mark the change operator for this record","Change Operator","TIMECARD.COMMENTS","N","","2016-07-14","WWOLLNER","","","2020-05-27T14:58:21.555Z"
"TIMECARD.COMMENTS.CHGTIME","","","","D","N","8","Change Time","","N","","","","","","","","","","","9","MTH","8L","8","To mark the change time for this record","Change Time","TIMECARD.COMMENTS","N","","2016-07-14","WWOLLNER","","","2020-05-27T14:58:22.555Z"
"TIMECARD.COMMENTS.ID","","","","K","N","14","Timecard Comments ID","123123","N","","","","","","","","","","","0","","14L","14","Unique ID for comments.","Timecard Comments ID","TIMECARD.COMMENTS","N","","2016-07-14","WWOLLNER","","","2020-05-27T14:58:20.664Z"
"TIMECARD.HISTORY.ADDDATE","","","","D","N","10","Add date","","N","","","","","","","","","","","8","D2/","10L","8","","Add date","TIMECARD.HISTORY","N","","2016-04-20","WEB","","","2020-05-27T14:58:23.555Z"
"TIMECARD.HISTORY.ADDOPR","","","","D","N","10","Add operator","","N","","","","","","","","","","","12","","10L","20","","Add operator","TIMECARD.HISTORY","N","","2016-04-20","WEB","","","2020-05-27T14:58:22.195Z"
"TIMECARD.HISTORY.ADDTIME","","","","D","N","10","Add time","","N","","","","","","","","","","","9","MTH","10L","8","","Add time","TIMECARD.HISTORY","N","","2016-04-20","WEB","","","2020-05-27T14:58:22.961Z"
"TIMECARD.HISTORY.CHGDATE","","","","D","N","10","Change date","","N","","","","","","","","","","","10","D2/","10L","8","","Change date","TIMECARD.HISTORY","N","","2016-04-20","WEB","","","2020-05-27T14:58:22.648Z"
"TIMECARD.HISTORY.CHGOPR","","","","D","N","10","Change operator","","N","","","","","","","","","","","13","","10L","20","","Change operator","TIMECARD.HISTORY","N","","2016-04-20","WEB","","","2020-05-27T14:58:24.508Z"
"TIMECARD.HISTORY.CHGTIME","","","","D","N","10","Change time","","N","","","","","","","","","","","11","MTH","10L","8","","Change time","TIMECARD.HISTORY","N","","2016-04-20","WEB","","","2020-05-27T14:58:22.039Z"
"TIMECARD.HISTORY.ID","","","","K","N","10","Timecard History Id","","N","","","","","","","","","","","0","","10L","20","","Timecard History Id","TIMECARD.HISTORY","N","","2016-04-20","WEB","","","2020-05-27T14:58:24.758Z"
"TIMECARD.ID","","","","K","N","14","Timecard Id","","N","","","","","","","","","","","0","","14L","14","Unique identification for an employee's time card.","Timecard Id","TIMECARD","N","","2016-03-27","WEB","","","2020-05-27T14:58:21.539Z"
"TIMECARD.STATUS.ADDDATE","","","","D","N","8","Add Date","","N","","","","","","","","","","","6","D2/","8L","8","To mark the date this record was added","Add Date","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-05-27T14:58:20.758Z"
"TIMECARD.STATUS.ADDOPR","","","","D","N","8","Add Operator","","N","","","","","","","","","","","8","","8L","20","To mark the add operator for this record","Add Operator","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-05-27T14:58:21.914Z"
"TIMECARD.STATUS.ADDTIME","","","","D","N","10","Add Time","","N","","","","","","","","","","","7","MTH","10L","8","To mark the add time for this record","Add Time","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-05-27T14:58:20.164Z"
"TIMECARD.STATUS.CHGDATE","","","","D","N","10","Change Date","","N","","","","","","","","","","","9","D2/","10R","8","To mark the date this record was changed","Change Date","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-05-27T14:58:19.820Z"
"TIMECARD.STATUS.CHGOPR","","","","D","N","8","Change Operator","","N","","","","","","","","","","","11","","8L","20","To mark the change operator for this record","Change Operator","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-05-27T14:58:24.227Z"
"TIMECARD.STATUS.CHGTIME","","","","D","N","10","Change Time","","N","","","","","","","","","","","10","MTH","10R","8","To mark the time this record was changed","Change Time","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-05-27T14:58:25.242Z"
"TIMECARD.STATUS.ID","","","","K","N","14","Timecard Status Id","","N","","","","","","","","","","","0","","14L","14","Unique identification for an employee's time card status.","Timecard Status Id","TIMECARD.STATUS","N","","2016-03-27","WEB","","","2020-05-27T14:58:24.586Z"
"TIMW.COMPANY.CODE","","","","D","N","2","","","N","","","","","","","","","","","4","","2L","4","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:25.336Z"
"TIMW.DEPENDENT.EXEMPT.AMT1","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","30","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.008Z"
"TIMW.DEPENDENT.EXEMPT.AMT2","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","31","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.023Z"
"TIMW.DEPENDENT.EXEMPT.AMT3","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","32","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.023Z"
"TIMW.DEPENDENT.EXEMPT.AMT4","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","33","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.023Z"
"TIMW.DEPENDENT.EXEMPT.AMT5","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","34","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.039Z"
"TIMW.DESCRIPTION","","","","D","N","50","","","N","","","","","","","","","","","6","","50L","50","","","TAXTABLE.IMPORT.WORK","N","","2006-04-21","FWW","","","2020-05-27T14:58:23.773Z"
"TIMW.EFFECTIVE.DATE","","","","D","N","8","","","N","","","","","","","","","","","7","D2/","8L","8","","","TAXTABLE.IMPORT.WORK","N","","2006-04-21","FWW","","","2020-05-27T14:58:20.336Z"
"TIMW.EMPLYE.SDI.MAX.AMT","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","43","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.664Z"
"TIMW.EMPLYE.SDI.PERCENT","","","N","D","N","7","","","N","","N","4","N","N","","","","","","44","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:25.102Z"
"TIMW.EMPLYE.SUI.MAX.AMT","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","39","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:24.586Z"
"TIMW.EMPLYE.SUI.PERCENT","","","N","D","N","7","","","N","","N","4","N","N","","","","","","40","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:20.008Z"
"TIMW.EMPLYR.SDI.MAX.AMT","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","45","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:22.086Z"
"TIMW.EMPLYR.SDI.PERCENT","","","N","D","N","7","","","N","","N","4","N","N","","","","","","46","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.523Z"
"TIMW.EMPLYR.SUI.MAX.AMT","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","41","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.008Z"
"TIMW.EMPLYR.SUI.PERCENT","","","N","D","N","7","","","N","","N","4","N","N","","","","","","42","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:24.445Z"
"TIMW.FICA.MAX.AMOUNT","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","35","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:20.414Z"
"TIMW.FICA.MAX.TAX.AMT","","","","D","N","9","","7,500.00","N","","","","","","","","","","","49","MD2,","9R","0","This is the employee maximum FICA tax withholding.","Max Tax","TAXTABLE.IMPORT.WORK","N","","","","","","2020-05-27T14:58:22.102Z"
"TIMW.FICA.PERCENT","","","N","D","N","7","","","N","","N","4","N","N","","","","","","36","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.648Z"
"TIMW.FILING.STATUS","","","","D","N","1","","","N","","","","","","","","","","","5","","1L","1","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.492Z"
"TIMW.FUTA.MAX.AMOUNT","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","37","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:22.211Z"
"TIMW.FUTA.PERCENT","","","N","D","N","7","","","N","","N","4","N","N","","","","","","38","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:24.664Z"
"TIMW.LOCAL.CODE","","","","D","N","4","","","N","","","","","","","","","","","2","","4L","4","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:19.742Z"
"TIMW.MEDICARE.MAX.AMOUNT","","","N","D","N","9","","","N","","Y","2","N","N","","","","","","47","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.602Z"
"TIMW.MEDICARE.PERCENT","","","N","D","N","7","","","N","","N","4","N","N","","","","","","48","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:19.773Z"
"TIMW.NONRES.INCOME.ADD.AMTS","","","N","A","N","9","","","N","","Y","2","N","N","","NONRES.INCOME","D","","","17","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:20.586Z"
"TIMW.NONRES.INCOME.PAY.STEPS","","","N","A","N","9","","","N","","Y","2","N","N","","NONRES.INCOME","D","","","16","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:25.352Z"
"TIMW.NONRES.INCOME.TAX.RATES","","","N","A","N","7","","","N","","N","4","N","N","","NONRES.INCOME","K","","","15","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.727Z"
"TIMW.NONRES.SUPP.ADD.AMTS","","","N","A","N","9","","","N","","Y","2","N","N","","NONRES.SUPP","D","","","20","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:22.602Z"
"TIMW.NONRES.SUPP.PAY.STEPS","","","N","A","N","9","","","N","","Y","2","N","N","","NONRES.SUPP","D","","","19","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:21.242Z"
"TIMW.NONRES.SUPP.TAX.RATES","","","N","A","N","7","","","N","","N","4","N","N","","NONRES.SUPP","K","","","18","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:19.555Z"
"TIMW.RES.INCOME.ADD.AMTS","","","N","A","N","9","","","N","","Y","2","N","N","","RES.INCOME","D","","","11","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:22.680Z"
"TIMW.RES.INCOME.PAY.STEPS","","","N","A","N","9","","","N","","Y","2","N","N","","RES.INCOME","D","","","10","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:22.133Z"
"TIMW.RES.INCOME.TAX.RATES","","","N","A","N","7","","","N","","N","4","N","N","","RES.INCOME","K","","","9","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:20.461Z"
"TIMW.RES.SUPP.ADD.AMTS","","","N","A","N","9","","","N","","Y","2","N","N","","RES.SUPP","D","","","14","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:25.242Z"
"TIMW.RES.SUPP.PAY.STEPS","","","N","A","N","9","","","N","","Y","2","N","N","","RES.SUPP","D","","","13","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:23.898Z"
"TIMW.RES.SUPP.TAX.RATES","","","N","A","N","7","","","N","","N","4","N","N","","RES.SUPP","K","","","12","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:22.211Z"
"TIMW.SOURCE.TABLES","","","","L","N","8","","","N","","","","","","","","","","","8","","8L","8","","","TAXTABLE.IMPORT.WORK","N","","2006-04-19","FWW","","","2020-05-27T14:58:24.633Z"
"TIMW.STATE.CODE","","","","D","N","2","","","N","","","","","","","","","","","1","","2L","2","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:24.742Z"
"TIMW.STD.EXEMPT.ADD.AMTS","","","N","A","N","9","","","N","","Y","2","N","N","","STD.EXEMPT","D","","","28","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:24.398Z"
"TIMW.STD.EXEMPT.DEPENDENTS","","","","A","N","2","","","N","","","","","","","STD.EXEMPT","D","","","29","","2R","2","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:21.461Z"
"TIMW.STD.EXEMPT.MAX.AMTS","","","N","A","N","9","","","N","","Y","2","N","N","","STD.EXEMPT","D","","","27","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:25.352Z"
"TIMW.STD.EXEMPT.MIN.AMTS","","","N","A","N","9","","","N","","Y","2","N","N","","STD.EXEMPT","D","","","26","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:21.180Z"
"TIMW.STD.EXEMPT.PCTS","","","N","A","N","7","","","N","","N","4","N","N","","STD.EXEMPT","K","","","25","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:22.211Z"
"TIMW.SURCHARGE.ADD.AMTS","","","N","A","N","9","","","N","","Y","2","N","N","","SURCHARGE","D","","","24","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:25.008Z"
"TIMW.SURCHARGE.MAX.AMTS","","","N","A","N","9","","","N","","Y","2","N","N","","SURCHARGE","D","","","23","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:19.961Z"
"TIMW.SURCHARGE.MIN.AMTS","","","N","A","N","9","","","N","","Y","2","N","N","","SURCHARGE","D","","","22","MD2,","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:21.805Z"
"TIMW.SURCHARGE.PCTS","","","N","A","N","7","","","N","","N","4","N","N","","SURCHARGE","K","","","21","MD4","7R","7","","","TAXTABLE.IMPORT.WORK","N","","2006-04-18","FWW","","","2020-05-27T14:58:21.430Z"
"TIMW.ZIP.CODE","","","","D","N","9","","","N","","","","","","","","","","","3","","9R","9","","","TAXTABLE.IMPORT.WORK","N","","2006-04-21","FWW","","","2020-05-27T14:58:21.711Z"
"TMP.POSITION.DESC","","","","D","","1","","*","","","","","","","","","","","","1","","1L","0","TMP.POSITION is a placedholder file used in the UWKS, process.  It is cleared each time the process is run, and, its data means nothing.","","TMP.POSITION","","","1996-08-15","JWC","","","2020-05-27T14:58:20.055Z"
"TMP.POSITION.ID","","","","K","","14","","ENGFAC000001","N","","","","","","","","","","","0","","14L","14","TMP.POSITION is a scratch file used in the UWKS process., Each POSITION record processed has its key written to this, file so we know which PERPOS records to process.  This, file is cleared each time UWKS is run.","","TMP.POSITION","","","1996-08-15","JWC","","","2020-05-27T14:58:24.430Z"
"TOTAL.AFFILIATED.YEARS","","","N","P","","5","Years Affil","","","","N","2","N","N","","","","","","0","MD2","5R","0","Displays the number of years the person is affiliated with, the institution for the status.","","","","","1993-09-24","DLE","","","2020-05-27T14:58:25.180Z"
"TOTAL.BENEFIT.YEARS","","","N","P","","5","Ben Years","","","","N","2","N","N","","","","","","0","MD2","5R","0","Displays the number of years eligible for benefits for the, person for the status.","","","","","1993-09-24","DLE","","","2020-05-27T14:58:24.883Z"
"TOTAL.SERVICE.YEARS","","","","P","","5","Yrs of Service","","","","","","","","","","","","","0","","5R","0","Displays the years of service for the status.","","","","","1993-03-03","DBG","","","2020-05-27T14:58:22.617Z"
"TRPA.COMM.JC.CONTR.ADJ","","","","D","N","13","Community/Jr. College Contribution Adjustment","","N","","","","","","","","","","","27","MD2,","13R","10","The net difference between the original amount reported and the correct amount , of the state's matching contribution on 50% of salaries paid to members in , instructional or administrative positions and 100% of salaries paid to all , other members.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:19.992Z"
"TRPA.DAYS.WORKED.ADJ","","","","D","N","3","Days Worked Adjustment","","N","","","","","","","","","","","18","MD0","3R","3","The net difference between the number of days originally reported and the , correct number of days in reporting period month.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:20.164Z"
"TRPA.EDUC.LOCAL.COMP.ADJ","","","","D","N","13","Education/General Local Comp Adjustment","","N","","","","","","","","","","","24","MD2,","13R","10","The net difference between the original amount reported and the correct amount , of eligible compensation for the reporting period, if any, paid from , Educational/General Local funds.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:24.383Z"
"TRPA.EDUC.LOCAL.CONTR.ADJ","","","","D","N","13","Education/General Local Contr Adjustment","","N","","","","","","","","","","","23","MD2,","13R","10","The net difference between the original amount reported and the correct amount , of the state's matching contribution amount based on eligible compensation paid , from Educational/General Local funds.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:21.961Z"
"TRPA.FED.PRIVATE.COMP.ADJ","","","","D","N","13","Federal Funds/Private Grants Comp Adjustment","","N","","","","","","","","","","","20","MD2,","13R","10","The net difference between the original amount reported and the correct amount , of eligible compensation paid from Federal funds or private grants for the , adjustment month.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:22.227Z"
"TRPA.FED.PRIVATE.CONTR.ADJ","","","","D","N","13","Federal Funds/Private Grants Contr Adjustment","","N","","","","","","","","","","","21","MD2,","13R","10","The net difference between the original amount reported and the correct amount , of the state's matching contribution based on eligible compensation paid from , Federal funds or private grants for the adjustment month.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:24.492Z"
"TRPA.GROSS.COMP.ADJ","","","N","D","N","13","Gross Compensation Adjustment","","N","","N","2","N","N","","","","","","3","MD2,","13R","10","The net difference between the original amount reported and the correct amount , of total gross compensation from the Payroll System/Register for the employee.","","TXHR.TRS.RP.PAYADJ","N","","2003-05-13","FWW","","","2020-05-27T14:58:21.992Z"
"TRPA.GROSS.COMP.TRS.ELIG.ADJ","","","","D","N","13","TRS-Eligible Compensation Adjustmetn","","N","","","","","","","","","","","28","MD2,","13R","10","The net difference between the original amount reported and the correct amount , of TRS-eligible compensation from the Payroll System/Register for the employee.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:23.695Z"
"TRPA.HOURS.SCHEDULED.ADJ","","","","D","N","3","Hours Scheduled Adjustment","","N","","","","","","","","","","","17","MD0","3R","3","The net difference between the amount originally reported and the correct , amount of number of hours scheduled per week., , Only report this value if the employee's actual hours are not tracked.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:23.992Z"
"TRPA.HOURS.WORKED.ADJ","","","","D","N","4","Hours Worked Adjustment","","N","","","","","","","","","","","16","MD0","4R","4","The net difference between the amount originally reported and the correct , amount for actual number of hours worked in reporting period month.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:24.023Z"
"TRPA.MEMBER.CONTR.ADJ","","","N","D","N","13","Member Contribution Adjustment","","N","","N","2","N","N","","","","","","4","MD2,","13R","10","The net difference between the original amount reported and the correct amount , of the regular monthly member retirement contribution reported.","","TXHR.TRS.RP.PAYADJ","N","","2003-05-13","FWW","","","2020-05-27T14:58:21.961Z"
"TRPA.NEW.MEM.CONTR.PAYMT.ADJ","","","","D","N","13","New Member Contribution Adjustment","","N","","","","","","","","","","","29","MD2,","13R","10","The net difference between the original amount reported and the correct amount , of the state's matching contribution on eligible compensation paid to a new TRS , member during the first 90 days of employment.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:22.430Z"
"TRPA.NON.ED.GEN.COMP.ADJ","","","","D","N","13","Non-Educational/General Fund Comp Adjustment","","N","","","","","","","","","","","25","MD2,","13R","10","The net difference between the original amount reported and the correct amount , of eligible compensation for the reporting period, if any, paid from , Non-Educational General funds.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:25.211Z"
"TRPA.NON.ED.GEN.CONTR.ADJ","","","","D","N","13","Non-Educational/General Fund Contr Adjustment","","N","","","","","","","","","","","26","MD2,","13R","10","The net difference between the original amount reported and the correct amount , of the state's matching contribution amount based on eligible compensation paid , from Non-Educational General funds.","","TXHR.TRS.RP.PAYADJ","N","","","","","","2020-05-27T14:58:24.414Z"
"TRPA.ORIG.RPT.MONTH","","","","D","N","2","Adjusted Report Month","","Y","","","","","","","","","","","1","","2R","2","The month of the adjusted report.","","TXHR.TRS.RP.PAYADJ","N","","2003-05-13","FWW","","","2020-05-27T14:58:20.039Z"
"TRPA.ORIG.RPT.YEAR","","","","D","N","4","Adjusted Report Year","","N","","","","","","","","","","","2","","4R","4","The year of the adjusted report.","","TXHR.TRS.RP.PAYADJ","N","","2003-05-13","FWW","","","2020-05-27T14:58:19.789Z"
